,0
0,46806.752285213224
1,44125.24168368463
2,43584.89962273632
3,72962.74198465828
4,66488.33311082065
5,67097.96015378964
6,61170.96323702489
7,49345.046990961506
8,54565.256292302634
9,59249.76946443443
10,64629.354424126286
11,68535.16903739612
12,77733.91188357394
13,88300.57863133757
14,79354.73606938678
15,68987.23839530353
16,73306.5409333439
17,74613.66372825853
18,62583.7304797436
19,75781.00457693901
20,86739.94956109952
21,87584.0951583717
22,90078.35451111557
23,85616.6440654234
24,92810.56636770883
25,101488.15687099072
26,122922.06195032774
27,125477.93039787134
28,120453.4562206644
29,135052.9937149078
30,101931.54035651655
31,119607.29065307096
32,135819.16845777768
33,149397.4089575707
34,159110.43624755205
