,0
0,58279.16041666668
1,55271.203750000015
2,58655.15500000002
3,60911.12250000003
4,64295.07375000002
5,67303.03041666669
6,65423.057500000024
7,56023.19291666669
8,55271.20375000002
9,60159.13333333336
10,61663.111666666686
11,65047.06291666668
12,73318.94375000002
13,72942.94916666669
14,79334.85708333335
15,77078.88958333334
16,72190.96
17,74446.9275
18,65423.0575
19,70686.98166666667
20,78958.86250000002
21,77830.87875
22,77454.88416666667
23,78206.87333333334
24,91742.67833333333
25,87982.7325
26,102646.52125
27,91742.67833333333
28,86854.74875
29,89486.71083333333
30,74446.9275
31,89862.70541666668
32,89862.70541666668
33,101518.5375
34,113174.36958333333
