,0
0,54437.42634212427
1,52348.684919840736
2,51647.36040523517
3,58811.2800507809
4,58102.72174872909
5,59399.392851288714
6,62339.95685382776
7,54435.8384375629
8,61751.84405331995
9,58811.2800507809
10,59987.50565179652
11,61163.73125281213
12,65868.63365687462
13,69985.42326042926
14,74102.21286398392
15,71161.64886144488
16,72337.87446246049
17,74102.21286398392
18,64104.29525535117
19,61163.731252812126
20,65280.520856366784
21,69397.31045992143
22,70573.53606093704
23,72337.87446246046
24,75866.55126550731
25,74690.3256644917
26,84100.13047261664
27,120563.12410410077
28,144675.74892492095
29,136442.1697178116
30,154673.66653355365
31,142323.29772288966
32,306994.881865076
33,251124.16581683423
34,232892.6690010922
