,Coin_Name,Amount_Invested,Final_Amount
0,ripple,166666.67,800213.787397491
1,ethereum,166666.67,354157.42476720316
2,litecoin,166666.67,650649.7345609023
3,monero,166666.67,424227.4672117962
4,stellar,166666.67,1011074.8494310825
5,waves,166666.67,458574.1902890174
