,Coin_Name,Amount_Invested,Final_Amount
0,ripple,166666.67,850227.1491098341
1,ethereum,166666.67,379698.4907608212
2,litecoin,166666.67,755533.3579637298
3,monero,166666.67,491486.76962466486
4,stellar,166666.67,1138012.8364659664
5,waves,166666.67,514772.007726397
