,0
0,39748.62818770226
1,38214.919061488676
2,39237.391812297734
3,40643.29184466019
4,44860.99194174756
5,48567.45566343041
6,44094.13737864077
7,36809.019029126204
8,39620.81909385113
9,43966.32828478964
10,46650.319255663424
11,51634.873915857606
12,53552.0103236246
13,59303.419546925565
14,53552.0103236246
15,47289.36472491909
16,50612.40116504854
17,48567.45566343042
18,44605.37375404531
19,48311.837475728156
20,55213.52854368932
21,56875.04676375404
22,57897.51951456311
23,54702.292168284795
24,64415.78330097088
25,76557.64721682848
26,88571.70203883493
27,81030.9655016181
28,94578.72944983817
29,100841.37504854366
30,74257.08352750808
31,84609.62012944982
32,81286.58368932037
33,91511.31119741098
34,100330.13867313912
,0
0,46344.65821626322
1,43403.48411659726
2,46256.31256120441
3,51692.331149041325
4,72074.40998489912
5,70996.77704662977
6,65947.27069967512
7,46410.91745755733
8,44099.206150185346
9,52019.02601931086
10,60612.48150825975
11,58673.47843316709
12,75473.87717018262
13,72320.12133803143
14,69261.1530316204
15,63587.70549581296
16,69245.50848853707
17,64905.52818377343
18,63308.86452203362
19,76601.20453942254
20,82599.50641101913
21,78312.90160618683
22,86276.89430284177
23,81737.21600695561
24,107006.83415549358
25,118160.47310666733
26,226597.40255342532
27,243490.74828170054
28,251180.5013407771
29,237236.6121173295
30,163853.5821168719
31,208219.66576671405
32,211828.9538827622
33,211979.8777101543
34,196481.65711801592
,0
0,42709.87720461096
1,41210.94350144093
2,41989.61036023055
3,45590.94458213257
4,45260.01116714698
5,49036.54543227667
6,46778.41154178675
7,39984.54319884726
8,41444.54355907781
9,45221.07782420749
10,43800.01080691642
11,42748.81054755043
12,49133.87878962535
13,45649.34459654178
14,48199.478559077805
15,44189.34423631123
16,44714.94436599423
17,42943.477262247834
18,43800.01080691642
19,44072.54420749279
20,44987.4777665706
21,45221.07782420749
22,48335.745259365984
23,46330.6780979827
24,47849.07847262247
25,51995.47949567723
26,62176.54867435159
27,64648.815951008655
28,60366.14822766572
29,67588.2833429395
30,61553.615187319905
31,68483.75023054756
32,67588.2833429395
33,75725.35201729108
34,66848.54982708936
,0
0,45084.80532420655
1,49031.84569529429
2,46889.62568384911
3,46532.58901527491
4,47212.74386890876
5,51250.8285904829
6,48828.33479420698
7,42830.1187621605
8,42474.86727692917
9,44936.63510674825
10,43858.38436765418
11,42842.61504556059
12,53134.19701721177
13,50036.90391733063
14,51318.665557511995
15,43381.740415107626
16,47525.15095391117
17,50418.93315270502
18,51236.54712373993
19,51938.12417748822
20,51186.56199013954
21,49878.02259981511
22,61365.67741118985
23,58248.74729453713
24,107809.00725932121
25,101962.53181141875
26,134543.91300215697
27,111481.12939560683
28,129134.80747325791
29,124388.00496456398
30,94486.1839714751
31,118054.17446405774
32,118532.60359994716
33,129036.6223894
34,119441.2619214685
,0
0,41713.1464949625
1,42518.04002727066
2,48892.67391864252
3,47709.91052193016
4,47903.45362321035
5,52536.199603060355
6,55334.89428982651
7,46167.70993712596
8,46914.23332777819
9,49359.63505188999
10,52444.036221498354
11,52628.362984622356
12,56225.80697825919
13,71779.91367320655
14,180591.07405802584
15,186123.94906446474
16,155878.99934853418
17,165844.9330081054
18,232319.3080160593
19,225222.72763578512
20,259811.64473600476
21,377445.91284902644
22,401177.98360124213
23,324485.76169078087
