,0
0,19167.173554808163
1,17826.58522630426
2,17365.67229822746
3,19173.74970535617
4,19509.15764954263
5,19441.673241151475
6,19376.71252153151
7,18303.198410486457
8,20222.390922262093
9,22437.80140355619
10,26207.537239283458
11,25236.88771190259
12,24266.238184521717
13,25722.21247559302
14,26450.199621128675
15,27906.173912199974
16,24098.65554361941
17,23579.4308451852
18,21991.71514701013
19,22777.74713428316
20,24994.225330057372
21,28391.498675890412
22,26207.53723928346
23,25722.212475593027
24,28148.83629404519
25,29119.485821426064
26,33487.40869463997
27,33244.746312794756
28,31788.77202172345
29,32031.434403568663
30,26692.862002973885
31,28391.4986758904
32,31303.447258033008
33,31060.78487618779
34,31303.447258033008
