,0
0,143406.96186043287
1,154528.39497253054
2,178918.69238706995
3,175667.4062164262
4,177569.9549026082
5,180971.93799889012
6,178161.44033573804
7,161064.87412208653
8,168445.2560552164
9,175765.35921809098
10,174601.22546753602
11,175505.4070213651
12,177144.2360876803
13,174537.17927413978
14,161467.98839816864
15,163660.62866620417
16,171805.79749694775
17,178387.48572419526
18,166414.61498224188
19,194075.03568312977
20,245421.24567119856
21,264763.19607685896
22,262144.8369938956
23,257861.27688263034
24,262291.7664963928
25,271246.9313024416
26,299374.5124728078
27,311498.08014039934
28,308585.8620524415
29,309328.0444112095
30,254248.31809045488
31,271024.65333712526
32,261515.67732935614
33,288520.56640371797
34,291538.2723396225
,0
0,184223.03708981862
1,187631.25296587174
2,199803.45252320432
3,227607.31888047975
4,220201.49641296588
5,234731.25883192915
6,246083.4365243467
7,219278.97181493643
8,226351.66039982863
9,253694.26445808937
10,256974.35191774953
11,259485.66887905184
12,267122.1224960731
13,262406.99677281163
14,257153.73170069966
15,251874.84094530914
16,319936.6557332571
17,397813.107216907
18,380951.40761959157
19,548902.1358275025
20,810181.6025360561
21,775433.1760102813
22,715802.211020991
23,768206.7333257175
24,766131.0529801514
25,816741.7774553762
26,918270.734605169
27,897539.5568327858
28,806235.2473111522
29,813512.9413622731
30,678901.2270998142
31,738711.5718720546
32,707217.6071226617
33,700580.5551535055
34,734175.8259317435
,0
0,223976.57061168336
1,214070.04437914497
2,215986.56580287853
3,227337.23141808948
4,220494.44013757585
5,234018.0631416678
6,274265.0130400734
7,226945.829155496
8,243128.28821927472
9,257704.64834344576
10,274022.07370467053
11,270000.0780407789
12,283753.1437505292
13,363707.1783575562
14,376137.57435233536
15,379066.3430069142
16,373505.7315521378
17,354327.0206850572
18,331112.81752434047
19,377460.24406730646
20,415790.67254197836
21,412659.4544412305
22,438923.8959242275
23,421526.7401834345
24,441771.68480033864
25,474231.0793361084
26,514909.9213863412
27,509146.8604853958
28,633261.8676167631
29,564132.1300649076
30,467131.8520904473
31,515625.2427628052
32,454917.4021715818
33,486931.4079257796
34,514950.4112755751
,0
0,102989.8619851589
1,104517.51252800392
2,105483.3429587047
3,108825.37495350902
4,107283.92683308256
5,109486.7963288193
6,128986.65402008824
7,104802.94991421996
8,108172.14588988775
9,110250.83718739152
10,110161.58410741157
11,108896.51871291333
12,109333.29827822577
13,106112.42626155846
14,100266.99628432168
15,96075.55091965997
16,108709.82024126446
17,105511.80046246642
18,102331.89000424401
19,108522.6905953162
20,161061.27897964173
21,203110.2590076778
22,372647.99353961716
23,326045.81290970603
24,327106.9328605786
25,314052.699771339
26,335629.0928886146
27,341169.68263616145
28,334575.73407513154
29,513097.4163097857
30,491538.70133878634
31,504473.9303213859
32,448421.2713967875
33,482915.2153503866
34,513097.4163097857
,0
0,218656.397675746
1,209537.7450953064
2,207769.84306440482
3,225583.26528220242
4,252758.29737708403
5,309346.6702784858
6,420858.9001340662
7,333027.2527450357
8,376692.3651866307
9,464632.5679635236
10,484963.44131889165
11,460248.9980155572
12,504575.7813926944
13,638527.9607106833
14,783780.2389747271
15,687755.2444541791
16,709538.6922852296
17,698486.7199400027
18,616506.7248871726
19,749321.6572846984
20,808706.6237496024
21,771994.2254353834
22,976517.7454722847
23,1012470.2560714671
24,1199924.733693056
25,1378245.0508216533
26,1428190.8678467146
27,1366298.7888526083
28,1304660.0057635137
29,1329545.036104918
30,1120276.0948271751
31,1210542.4844868334
32,1160250.3240814495
33,1181242.8683723595
34,1168355.7930418402
,0
0,201984.61468208092
1,198166.38
2,199693.67387283238
3,204275.55549132946
4,216875.7299421965
5,215730.25953757224
6,226421.3166473988
7,197402.7330635838
8,186329.8524855491
9,221457.6115606936
10,233294.13907514449
11,236730.55028901732
12,255439.90023121386
13,283694.83687861264
14,321877.1836994219
15,325313.5949132947
16,320731.71329479764
17,332950.0642774566
18,372659.7049710982
19,428405.9313294798
20,567389.6737572254
21,521189.03410404624
22,520807.21063583816
23,499806.91988439305
24,511643.4473988439
25,516988.97595375706
26,596026.4338728321
27,606717.4909826587
28,580753.4951445084
29,612063.0195375719
30,478042.9821965315
31,544862.0891329476
32,527298.2095953755
33,545243.9126011558
34,542189.324855491
