,0
0,17638.25507692308
1,17506.62630769231
2,21060.60307692308
3,21192.231846153845
4,21587.118153846157
5,21192.231846153845
6,18296.398923076926
7,17111.74
8,17506.62630769231
9,19349.429076923076
10,18559.656461538463
11,19217.80030769231
12,20270.830461538462
13,23035.034615384615
14,22640.148307692307
15,24614.579846153847
16,23693.17846153846
17,22903.405846153844
18,24219.69353846153
19,26325.753846153842
20,28300.18538461538
21,27247.155230769225
22,30932.76076923077
23,34223.48
24,37909.085538461535
25,38830.48692307692
26,46596.5843076923
27,45280.2966153846
28,43437.493846153826
29,44753.78153846152
30,35539.76769230768
31,40146.774615384595
32,37514.19923076921
33,42516.09246153844
34,42779.349999999984
