,0
0,18415.872283319055
1,17727.24919471094
2,19015.06710142724
3,24459.724429352995
4,35314.00454400582
5,31503.140744292956
6,27946.334531227625
7,22131.032590141796
8,25659.81625139991
9,25659.81625139991
10,25121.493631052468
11,25107.19018892421
12,25659.816251399905
13,24921.626527636858
14,23812.792190713742
15,17718.839888592913
16,21718.747938530192
17,21372.543665205612
18,19430.883153493247
19,21395.6883113492
20,21142.164245633638
21,23038.881970268056
22,26676.04659799
23,22944.77904017381
24,24450.857819578996
25,25659.8162513999
26,30232.852811055327
27,38870.810757071136
28,34551.83178406323
29,48524.99904967705
30,35822.11971730086
31,45476.30800990677
32,62752.22390193839
33,77233.50634084725
34,76471.33358090467
