,0
0,18083.814750181722
1,17789.814899034925
2,17881.59180027339
3,19154.623706426384
4,20373.373889795606
5,21751.988453270795
6,30024.14648489753
7,25133.143625050867
8,28085.143731296208
9,38873.00860020391
10,42834.08396929675
11,42846.477773053746
12,43199.3874129442
13,41255.91347697484
14,36885.60725851357
15,27192.319210017416
16,33189.90048505296
17,32160.508797059505
18,28616.665340519976
19,68455.6062158097
20,92561.31919776536
21,80010.63184891583
22,75769.5977101477
23,77132.36703084497
24,70071.74253736188
25,67383.46374903423
26,75458.49754748809
27,69266.9297111169
28,62158.22039672852
29,63750.19664513415
30,47040.99592683517
31,54237.48161086956
32,57121.15891285961
33,67103.03432858337
34,63921.27820205814
