,0
0,17477.98529667149
1,19557.51895803184
2,21265.707322720697
3,23927.01528219971
4,24669.70587554269
5,31898.56098408104
6,35946.22471780029
7,27120.584833574532
8,26613.07959479016
9,26786.37406657019
10,27727.115484804635
11,29682.867380607822
12,31910.939160636764
13,39956.753921852396
14,33260.16040520985
15,32777.41151953691
16,30116.10356005789
17,28593.587843704783
18,25895.14535455862
19,28766.88231548481
20,28952.554963820556
21,31477.70298118669
22,35896.71201157742
23,33780.04382054992
24,39399.73597684515
25,40142.42657018814
26,42420.01105643995
27,44969.91542691751
28,41145.05887120117
29,43670.2068885673
30,36552.7553690304
31,42320.98564399421
32,39201.685151953694
33,41739.21134587554
34,39152.17244573082
