,0
0,19805.266388888893
1,18114.572916666668
2,18959.91965277778
3,20167.557847222222
4,20409.085486111115
5,21616.723680555562
6,22824.36187500001
7,19322.21111111112
8,18839.15583333334
9,21616.723680555562
10,24756.582986111116
11,25360.402083333338
12,29949.427222222224
13,32002.412152777782
14,29224.84430555556
15,27654.914652777785
16,31760.884513888894
17,29104.080486111117
18,26205.74881944445
19,28862.55284722223
20,31277.829236111116
21,33330.81416666668
22,33813.869444444455
23,32726.995069444456
24,33934.6332638889
25,37557.54784722223
26,41180.46243055557
27,43595.73881944446
28,45407.19611111112
29,43112.68354166669
30,34296.92472222223
31,41180.46243055557
32,39610.53277777779
33,50479.27652777779
34,52290.73381944446
