,0
0,54206.67531671136
1,56668.342548472734
2,56148.76978336929
3,61231.57494211252
4,63535.279985229834
5,65332.34231961293
6,63245.64672255914
7,57017.23856950239
8,54350.19894240977
9,58372.95497981585
10,58015.43892120672
11,62073.96811456766
12,68101.52939202242
13,71857.71076728293
14,92764.10340974697
15,93455.86142550061
16,81960.61031137862
17,82309.07533052929
18,76319.44221842427
19,81878.28895249455
20,83912.40232031347
21,95495.79331868568
22,91451.91818920987
23,87880.8521209688
24,91809.43424781901
25,95049.70637394734
26,103074.31485762926
27,97105.1543347755
28,98939.49833168987
29,99465.53612497795
30,80277.33247304473
31,109018.26177056303
32,107885.8043335582
33,130685.80373129557
