,Coin_Name,Amount_Invested,Final_Amount
0,ripple,100580.46,513097.4163097857
1,ethereum,135777.93,291538.2723396225
2,litecoin,179456.66,734175.8259317435
3,monero,191301.23,514950.4112755751
4,stellar,194717.35,1168355.7930418402
5,waves,198166.38,542189.324855491
