,Coin_Name,Amount_Invested,Final_Amount
0,ripple,115307.38,588224.7780478501
1,ethereum,134405.54,288591.51796226413
2,litecoin,166559.35,681411.5918177925
3,monero,189500.45,510103.0174474389
4,stellar,196698.46,1180242.9789816297
5,waves,197528.81,540444.9136801541
