,0
0,17703.870670637683
1,17336.382091448355
2,17225.726126744885
3,17066.42488484859
4,17341.80050103666
5,20315.544092202737
6,19504.70919958775
7,21248.112586901734
8,20932.159103352325
9,22259.428634284166
10,21447.991696159366
11,21869.54396212983
12,23406.806966884138
13,25204.394450081218
14,28148.517402164536
15,31543.69285019911
16,28169.34817680404
17,28565.012485852578
18,28367.180331328313
19,30332.136466253163
20,31176.806316519593
21,32994.86334705028
22,33843.38628857952
23,34246.8771892556
24,40167.63355095209
25,38791.23710641958
26,42354.98529720155
27,40772.08724280348
28,40224.466647078356
29,41932.59016751735
30,32502.510529125917
31,41296.58929095181
32,47374.599939811225
33,44660.57878157811
